Species,Abund,SciName,Taxa1,Taxa2,Taxa3,BM,"Birthing (1=hider, 2=follower)",Group,Threat,Temp,Rain,D,Prey,PreyOffset,PreyEst,logD,logAb,logPrey,Deer,WRSU,BioregionNo,Bioregion,Site,Site#,State,Coywolf,Period,Years,Duration,Country,Method,N,PopDens,HR,CoyoteBM,Wolf,Puma,Carnivores,Latitude,Longitude,Study,NA
Mammals,NA,NA,NA,NA,Mammals,NA,NA,NA,NA,16,548,NA,0.025125628,25,5,NA,NA,0.010777091,No deer,Rural,11.1.1,Mediterranean,San Francisco State Fish and Wildlife Refuge,68,California,0,Summer,2000,0.25,USA,Scats,92,NA,NA,NA,0,0,4,37.544096,-122.404885,McDonald 2002,NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,18.5,427,NA,0.025125628,25,0,NA,NA,0.010777091,No deer,Rural,14.5.2,TropDForest,Cabo Corrientes,450,Jalisco,0,Summer,1999-2001,1.5,Mexico,Scats,155,NA,NA,NA,0,0,4,20.5,-105.35,Guerrero et al 2004,NA
"Bear, black",NA,Ursus americanus,Carnivora,NA,Mammals,99.9494,NA,1,2,12,1138,NA,0.025140876,25,0,NA,NA,0.051206903,Deer,Rural,8.4.1,ETempForest,Bath County,NA,Pennsylvania,1,Annual,2011-2013,3,USA,Scats,334,NA,NA,NA,0,0,6,38.1117,-79.65,Montague 2014,NA
"Beaver, American",NA,Castor canadensis,NA,Rodents,Mammals,21.82,NA,1,1,2.5,1500,NA,0.025157233,25,0,NA,NA,0.01079048,Deer,Wilderness,6.2.4,NWForMtn,"North Fork, Flathead River - USA/Canada border",345,Montana,0,Annual,1978-1981,3,USA,Scats,181,NA,NA,NA,1,1,9,48.9853,-114.46,Boyd 1982,NA
Invertebrates,NA,NA,NA,NA,Invertebrates,0.005,NA,NA,NA,NA,NA,NA,0.025175109,25,0,NA,NA,0.010798053,NA,Wilderness,13.4.2,TempSierras,Parque Nacional Iztaccihuatl,374,Amecameca de Juarez,0,Annual,2010,0.5,Mexico,Scats,328,NA,NA,NA,0,0,NA,19.11,-98.629,"Cuatepitzi-Sanchez and Servin abstract only, no date",NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,2.5,2300,NA,0.025192442,25,3,NA,NA,0.010805396,No deer,Rural,7.1.3,MarineWCForest,Kenai Peninsula,96,Alaska,0,Winter,1987-1988,0.416666667,USA,Scats,28,NA,NA,NA,1,0,8,60.16666667,-150.25,Staples 1995,NA
Mammals,NA,NA,NA,NA,Mammals,NA,NA,NA,NA,2.5,2300,NA,0.025192442,25,3,NA,NA,0.010805396,No deer,Rural,7.1.3,MarineWCForest,Kenai Peninsula,96,Alaska,0,Winter,1987-1988,0.416666667,USA,Scats,28,NA,NA,NA,1,0,8,60.16666667,-150.25,Staples 1995,NA
"Mouse, harvest",0.128205128,Reithrodontomys spp,Mouse,Rodents,Mammals,0.0112,NA,1,0,16,548,-0.70103412,0.025195174,25,5,-0.524378373,0.052388069,0.010806553,No deer,Rural,11.1.1,Mediterranean,San Francisco State Fish and Wildlife Refuge,67,California,0,Spring,2000,0.25,USA,Scats,99,NA,NA,NA,0,0,4,37.544096,-122.404885,McDonald 2002,NA
NA,NA,NA,NA,NA,Reptiles,0.1,NA,1,0,16,548,NA,0.025195174,25,5,NA,NA,0.010806553,No deer,Rural,11.1.1,Mediterranean,San Francisco State Fish and Wildlife Refuge,67,California,0,Spring,2000,0.25,USA,Scats,99,NA,NA,NA,0,0,4,37.544096,-122.404885,McDonald 2002,NA
Mammals,NA,NA,NA,NA,Mammals,NA,NA,NA,NA,16,548,NA,0.025195174,25,5,NA,NA,0.010806553,No deer,Rural,11.1.1,Mediterranean,San Francisco State Fish and Wildlife Refuge,67,California,0,Spring,2000,0.25,USA,Scats,99,NA,NA,NA,0,0,4,37.544096,-122.404885,McDonald 2002,NA
"Marmot, yellow-bellied",NA,Marmota flaviventris,Marmots,Rodents,Mammals,3.35,NA,1,0,6.5,649,NA,0.025197628,25,0,NA,NA,0.010807593,Deer,Rural,6.2.8,NWForMtn,Lava Beds National Monument,337,California,0,Annual,1937-1938,1.083333333,USA,Scats,273,34.5,NA,NA,0,0,4,41.774,-121.507,Bond 1939,NA
NA,NA,NA,Grass,NA,Vegetation,NA,NA,NA,NA,2.5,2300,NA,0.025206233,25,3,NA,NA,0.010811238,No deer,Rural,7.1.3,MarineWCForest,Kenai Peninsula,97,Alaska,0,Summer,1988,0.416666667,USA,Scats,109,NA,NA,NA,1,0,8,60.16666667,-150.25,Staples 1995,NA
NA,NA,Coleoptera,Beetles,NA,Invertebrates,0.005,NA,1,0,22,592,NA,0.025207297,25,7,NA,NA,0.010811689,Deer,Rural,9.6.1,GreatPlains,Callaghan Ranch,20,Texas,0,Summer,1975,0.25,USA,Scats,170,NA,NA,NA,0,1,6,32.268618,-99.456739,Brown 1977,NA
NA,NA,NA,NA,NA,Reptiles,0.1,NA,1,0,22.5,1069,NA,0.025210084,25,0,NA,NA,0.010812869,Deer,Rural,9.5.1,GreatPlains,Matagorda Island,632,Texas,0,Summer,1995,0.25,USA,Scats,81,NA,NA,NA,0,0,7,28.16889,-96.738695,Snodgrass 1997,NA
NA,NA,NA,NA,NA,Reptiles,0.1,NA,1,0,22.5,1069,NA,0.025210084,25,0,NA,NA,0.010812869,Deer,Rural,9.5.1,GreatPlains,Matagorda Island,632,Texas,0,Summer,1995,0.25,USA,Scats,81,NA,NA,NA,0,0,7,28.16889,-96.738695,Snodgrass 1997,NA
Cats,NA,Felis catus,Carnivora,Domestic,Mammals,5.5,NA,1,0,16,548,NA,0.025210084,25,NA,NA,NA,0.010812869,NA,Suburban,11.1.1,Mediterranean,Los Angeles,999,California,0,Wet,2016-2018,3,USA,Scats,788,NA,NA,NA,0,0,NA,34.43,-118.92,Larson et al. 2020,NA
Juniper,NA,Juniperus californica,Fruit,NA,Vegetation,NA,NA,NA,NA,4.5,1761,NA,0.025210084,25,0,NA,NA,0.010812869,Deer,Wilderness,6.2.5,NWForMtn,Olympic National Park,669,Washington,0,Annual,2005-2006,1,USA,Scats,260,NA,NA,NA,0,0,4,47.79,-123.458,Witczuk et al. 2013; 2015,NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,5.5,1090,NA,0.025236593,25,0,NA,NA,0.010824099,Deer,Rural,8.1.8,ETempForest,Eastern,518,Maine,1,Winter,1979-1984,1.5,USA,Scats,93,NA,NA,NA,0,0,5,44.58,-67.916,Litvaitis and Harrison 1989,NA
NA,NA,NA,NA,Ungulates,Mammals,NA,NA,NA,NA,4.5,505,NA,0.025297533,25,0,NA,NA,0.010849912,Deer,Rural,9.2.1,GreatPlains,Elk Island National Park,556,Alberta,0,Annual,1994-2000,7,Canada,Scats,1224,NA,NA,NA,0,0,NA,53.6076,-112.8619,"Murray 2015a, b",NA
"Mouse, western harvest",0.0066517,Reithrodontomys megalotis,Mouse,Rodents,Mammals,0.0094,NA,1,0,8,277,0.589853751,0.0253,25,6,0.201357176,0.002879231,0.010850957,No deer,Rural,10.1.5,Desert,Curlew Valley,184,Utah,0,Fall,1985,0.25,USA,Scats,39,NA,39,NA,0,0,6,41.7077,-112.866644,Bartel 2003; Bartel & Knowlton 2005; Bartel et al 2008; Davison 1980; Mills & Knowlton 1991,NA
NA,NA,NA,NA,Rodents,Mammals,0.2,NA,1,0,NA,NA,NA,0.025309336,25,0,NA,NA,0.010854912,Deer,NA,NA,NA,Statewide,443,Texas,0,Annual,1994-1997,4,USA,Stomachs,208,NA,NA,NA,0,1,11,32.11,-97.94,Glass 1997,NA
NA,NA,NA,NA,NA,Reptiles,0.1,NA,1,0,NA,NA,NA,0.02532097,25,0,NA,NA,0.051276412,Deer,Rural,13.4.2,TempSierras,La Primavera,NA,Jalisco,0,Annual,1986-1987,1,Mexico,Scats,56,NA,NA,NA,0,0,9,20.7,-103.55,Graf Montero 1988,NA
Cattle,NA,Bos taurus,Livestock,Ungulates,Mammals,400,1,3,2,22,592,NA,0.02532391,25,0,NA,NA,0.010861085,No deer,Rural,9.6.1,GreatPlains,Callaghan Ranch,17,Texas,0,Fall,1974,0.25,USA,Scats,81,NA,NA,NA,0,1,6,32.268618,-99.456739,Brown 1977,NA
"Mouse, pocket",NA,Perognathus spp.,Mouse,Rodents,Mammals,0.025,NA,1,0,9,518,NA,0.025340513,25,0,NA,NA,0.010868117,Deer,Rural,9.3.4,GreatPlains,Sandhills,406,Nebraska,0,Summer,1947-1951,1,USA,Scats,176,NA,NA,NA,0,0,6,41.87444,-100.37486,Fichter et al 1955,NA
Eggs,NA,NA,NA,NA,Birds,0.01,NA,3,0,9,518,NA,0.025340513,25,0,NA,NA,0.010868117,Deer,Rural,9.3.4,GreatPlains,Sandhills,406,Nebraska,0,Summer,1947-1951,1,USA,Scats,176,NA,NA,NA,0,0,6,41.87444,-100.37486,Fichter et al 1955,NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,8.5,1023,NA,0.025341714,25,0,NA,NA,0.010868626,NA,Suburban,8.1.10,ETempForest,Rockefeller State Park and Preserve,162,New York,1,Annual,2017-2018,1,USA,Scats,59,NA,NA,NA,0,0,1,41.1117,-73.8362,Peterson et al. 2020 Can F Nat,NA
NA,NA,NA,NA,Lagomorphs,Mammals,2,NA,1,0,9,1181,NA,0.025341714,25,0,NA,NA,0.010868626,NA,Suburban,8.1.7,ETempForest,Rockefeller State Park and Preserve,162,New York,1,Annual,2017-2018,1,USA,Scats,59,NA,NA,NA,0,0,1,41.1117,-73.8362,Peterson et al. 2020 Can F Nat,NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,22,592,NA,0.025388405,25,3,NA,NA,0.010888402,No deer,Rural,9.6.1,GreatPlains,Killam Ranch,26,Texas,0,Winter,1976-1977,0.25,USA,Scats,210,NA,NA,NA,0,1,6,28.0218,-98.561884,Brown 1977,NA
Garbage,NA,NA,NA,NA,Anthropogenic,0.1,NA,1,0,9,1181,NA,0.025433993,25,0,NA,NA,0.01090771,Deer,Suburban,8.1.7,ETempForest,Westchester County,334,New York,1,Fall,2006-2008,1,USA,Scats,111,NA,5.67,NA,0,0,4,41.158,-73.73,Bogan 2012,NA
Invertebrates,NA,NA,NA,NA,Invertebrates,0.005,NA,NA,NA,0,450,NA,0.025477707,25,1,NA,NA,0.010926224,No deer,Rural,5.4.1,NthForests,Rochester,219,Alberta,0,Fall,1966,0.25,Canada,Stomachs,67,60,NA,NA,1,0,5,54.3698,-113.3834,Nelis & Keith 1976,NA
"Armadillo, nine-banded",NA,Dasypus novemcinctus,NA,NA,Mammals,4.2038,NA,1,0,15,1229,NA,0.025490196,25,0,NA,NA,0.010931513,Deer,Rural,8.3.4,ETempForest,National Environmental Research Park,604,South Carolina,0,Spring,2006,0.25,USA,Scats,82,NA,30.5,NA,0,0,2,33.3,-81.391,Schrecengost 2007; Schrecengost et al 2008,NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,18.5,427,NA,0.025510204,26,0,NA,NA,0.010939986,No deer,Rural,14.5.2,TropDForest,Cabo Corrientes,449,Jalisco,0,Winter,1999-2001,1.5,Mexico,Scats,69,NA,NA,NA,0,0,4,20.5,-105.35,Guerrero et al 2004,NA
Arthropods,NA,NA,NA,NA,Invertebrates,0.005,NA,1,0,8,316,NA,0.025531915,26,NA,NA,NA,0.01094918,No deer,Rural,10.1.8,Desert,Sheep Experiment Station,148,Idaho,0,Winter,1976-1978,0.5,USA,Scats,64,NA,NA,NA,0,0,4,44.243976,-112.20039,Green and Flinder 1981,NA
"Rat, hispid cotton",NA,Sigmodon hispidus,Rat,Rodents,Mammals,0.0924,NA,1,0,14,1272,NA,0.02553389,26,0,NA,NA,0.010950017,Deer,Rural,8.3.3,ETempForest,Regional,186,Tennesse,0,Annual,1985-1986,2,USA,Scats,523,NA,NA,NA,0,0,7,34.96,-88.09,Blanton 1988,NA
Mammals,NA,NA,NA,NA,Mammals,NA,NA,NA,NA,NA,NA,NA,0.025536261,26,0,NA,NA,0.010951021,Deer,Rural,13.4.2,TempSierras,Sierra del Ajusco,302,Moralos,0,Annual,1992-1993,1,Mexico,Scats,238,NA,NA,NA,0,0,5,18.75,-99.06,Aranda et al. 1995,NA
"Cherry, choke",NA,Prunus virginiana,Fruit,NA,Vegetation,NA,NA,NA,NA,4.5,505,NA,0.025552144,26,0,NA,NA,0.010957747,No deer,Urban,9.2.1,GreatPlains,Calgary,525,Alberta,0,Annual,2006-2007,1,Canada,Scats,484,NA,NA,NA,0,0,6,51.0447,-114.07188,Lukasik 2009; Lukasik and Alexander 2012,NA
"Quail, Gambell's",NA,Callipepla gambelii,Quail,NA,Birds,0.16595,NA,3,0,13.5,167,NA,0.025559105,26,0,NA,NA,0.010960695,No deer,Rural,10.2.1,Desert,Boulder Dam,448,Nevada,0,Annual,1938-1943,6,USA,Scats,176,NA,NA,NA,0,1,5,40.811,-119.984,Grater 1943,NA
NA,NA,Coleoptera,Beetles,NA,Invertebrates,0.005,NA,1,0,4.5,505,NA,0.025590551,26,7,NA,NA,0.010974011,No deer,Rural,9.2.1,GreatPlains,Harcus,83,Manitoba,0,Summer,1972,0.25,Canada,Scats,58,NA,NA,NA,0,0,5,51.529387,-98.586161,Pastuck 1974,NA
Serviceberry,NA,Amelanchier arborea,Fruit,NA,Vegetation,NA,NA,NA,NA,4.5,505,NA,0.025590551,26,7,NA,NA,0.010974011,No deer,Rural,9.2.1,GreatPlains,Harcus,83,Manitoba,0,Summer,1972,0.25,Canada,Scats,58,NA,NA,NA,0,0,5,51.529387,-98.586161,Pastuck 1974,NA
Small mammals,NA,NA,NA,Rodents,Mammals,NA,NA,NA,NA,4.5,505,NA,0.025590551,26,7,NA,NA,0.010974011,No deer,Rural,9.2.1,GreatPlains,Harcus,83,Manitoba,0,Summer,1972,0.25,Canada,Scats,58,NA,NA,NA,0,0,5,51.529387,-98.586161,Pastuck 1974,NA
"Mouse, western harvest",0.005832723,Reithrodontomys megalotis,Mouse,Rodents,Mammals,0.0094,NA,1,0,8,277,0.634938475,0.02560256,26,6,0.213501414,0.002525761,0.010979096,No deer,Rural,10.1.5,Desert,Curlew Valley,177,Utah,0,Fall,1977,0.25,USA,Scats,56,17,NA,NA,0,0,6,41.7077,-112.866644,Bartel 2003; Bartel & Knowlton 2005; Bartel et al 2008; Davison 1980; Mills & Knowlton 1991,NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,8,277,NA,0.025641026,26,1,NA,NA,0.010995384,No deer,Rural,10.1.5,Desert,Northern Utah,38,Utah,0,Annual,1969,1,USA,Stomachs,61,10,NA,NA,0,0,7,41.9534,-112.581,Clark 1972,NA
NA,NA,NA,NA,NA,Vegetation,NA,NA,NA,NA,8,277,NA,0.025641026,26,1,NA,NA,0.010995384,No deer,Rural,10.1.5,Desert,Northern Utah,38,Utah,0,Annual,1969,1,USA,Stomachs,61,10,NA,NA,0,0,7,41.9534,-112.581,Clark 1972,NA
NA,NA,NA,Livestock,Ungulates,Mammals,NA,NA,NA,NA,NA,NA,NA,0.025641026,26,0,NA,NA,0.010995384,No deer,Rural,8.1.3,ETempForest,Otsego,15,New York,1,Winter,2007-2008,0.5,USA,Scats,70,NA,NA,NA,0,0,9,42.616,-75.06115,Boser 2009,NA
"Skunk, striped",NA,Mephitis mephitis,Carnivora,NA,Mammals,2.0853,NA,1,0,12,1138,NA,0.025683513,26,0,NA,NA,0.011013375,Deer,Rural,8.4.1,ETempForest,Western state,413,Tennessee,0,Winter,1983-1992,2.25,USA,Stomachs,63,NA,NA,NA,0,0,7,35.8,-89,Gabor 1993b,NA
"Pelican, brown",NA,Pelecanus ocidentalis,NA,NA,Birds,3.42784,NA,4,0,20,200,NA,0.02568745,26,0,NA,NA,0.011015042,No deer,Rural,10.2.3,Desert,San Luis Gonzaga Island,299,Baja California,0,Spring,1997,0.25,Mexico,Scats,239,NA,NA,NA,0,0,NA,29.816,-114.386,Alvarez-Castenada and Gonzalez-Quintero 2005,NA
"Beaver, American",NA,Castor canadensis,NA,Rodents,Mammals,21.82,NA,1,1,15,1229,NA,0.025700935,26,0,NA,NA,0.011020751,Deer,Rural,8.3.4,ETempForest,National Environmental Research Park,605,South Carolina,0,Summer,2006,0.25,USA,Scats,40,NA,30.5,NA,0,0,2,33.3,-81.391,Schrecengost 2007; Schrecengost et al 2008,NA
Garbage,NA,NA,NA,NA,Anthropogenic,0.1,NA,1,0,20.5,1338,NA,0.025714286,26,0,NA,NA,0.011026404,Deer,Suburban,8.5.3,ETempForest,Brooker Creek Preserve,528,Florida,0,Winter,2005-2007,1.5,USA,Scats,22,NA,NA,NA,0,0,3,27.9,-82.683,Manning 2007,NA
"Squirrel, eastern fox",NA,Sciurus niger,Squirrels,Rodents,Mammals,0.7619,NA,1,0,20.5,1338,NA,0.025714286,26,0,NA,NA,0.011026404,Deer,Suburban,8.5.3,ETempForest,Brooker Creek Preserve,528,Florida,0,Winter,2005-2007,1.5,USA,Scats,22,NA,NA,NA,0,0,3,27.9,-82.683,Manning 2007,NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,20.5,1338,NA,0.025714286,26,0,NA,NA,0.011026404,Deer,Suburban,8.5.3,ETempForest,Brooker Creek Preserve,528,Florida,0,Winter,2005-2007,1.5,USA,Scats,22,NA,NA,NA,0,0,3,27.9,-82.683,Manning 2007,NA
"Turkey, wild",NA,Meleagris gallopavo,NA,NA,Birds,5.79137,NA,3,0,1.5,621,NA,0.025717112,26,0,NA,NA,0.051429268,Deer,Wilderness,6.2.10,NWForMtn,Black Hills,NA,South Dakota,0,Fall,1981-1982,0.25,USA,Scats,57,NA,NA,NA,0,1,NA,43.9939,-103.7717,MacCracken & Uresk 1984,NA
NA,NA,Coleoptera,Beetles,NA,Invertebrates,0.005,NA,1,0,13,421,NA,0.025733634,26,0,NA,NA,0.011034596,Deer,Rural,12.1.1,SSHighlands,Appleton-Whittell Research Ranch,568,Arizona,0,Fall,1982,0.25,USA,Scats,210,NA,NA,NA,0,1,4,31.59,-110.506,Ortega 1987,NA
"Beetle, ground",NA,NA,Beetles,NA,Invertebrates,0.005,NA,1,0,12.5,433,NA,0.025793651,26,0,NA,NA,0.011060007,Deer,Rural,9.4.1,GreatPlains,Sherman County,641,Kansas,0,Annual,1996,0.7,USA,Scats,23,NA,NA,NA,0,0,NA,39.1667,-101.2133,Sovada et al 2000,NA
"Mouse, northern grasshopper",NA,Onychomys leucogaster,Mouse,Rodents,Mammals,0.0279,NA,1,0,12.5,433,NA,0.025793651,26,0,NA,NA,0.011060007,Deer,Rural,9.4.1,GreatPlains,Sherman County,641,Kansas,0,Annual,1996,0.7,USA,Scats,23,NA,NA,NA,0,0,NA,39.1667,-101.2133,Sovada et al 2000,NA
NA,NA,NA,Deer,Ungulates,Mammals,54.8606,1,3,2,12.5,433,NA,0.025793651,26,0,NA,NA,0.011060007,Deer,Rural,9.4.1,GreatPlains,Sherman County,641,Kansas,0,Annual,1996,0.7,USA,Scats,23,NA,NA,NA,0,0,NA,39.1667,-101.2133,Sovada et al 2000,NA
"Rat, hispid cotton",NA,Sigmodon hispidus,Rat,Rodents,Mammals,0.0924,NA,1,0,15,1229,NA,0.025808041,26,0,NA,NA,0.011066099,Deer,Suburban,8.3.4,ETempForest,Lee County,599,Alabama,0,Annual,Undated,1,USA,Scats,159,NA,NA,NA,0,0,6,32.58887,-85.3963,Santana 2010,NA
Gravel,NA,NA,NA,NA,Anthropogenic,NA,NA,NA,NA,15,1229,NA,0.025808041,26,0,NA,NA,0.011066099,Deer,Suburban,8.3.4,ETempForest,Lee County,599,Alabama,0,Annual,Undated,1,USA,Scats,159,NA,NA,NA,0,0,6,32.58887,-85.3963,Santana 2010,NA
NA,NA,Coleoptera,Beetles,NA,Invertebrates,0.005,NA,1,0,22.5,1069,NA,0.025817556,26,0,NA,NA,0.011070127,Deer,Rural,9.5.1,GreatPlains,King Ranch,631,Texas,0,Spring,1996,0.25,USA,Scats,93,NA,NA,NA,0,0,7,27.518,-87.8999,Snodgrass 1997,NA
NA,NA,NA,NA,NA,Vegetation,NA,NA,NA,NA,22.5,1069,NA,0.025817556,26,0,NA,NA,0.011070127,Deer,Rural,9.5.1,GreatPlains,King Ranch,631,Texas,0,Spring,1996,0.25,USA,Scats,93,NA,NA,NA,0,0,7,27.518,-87.8999,Snodgrass 1997,NA
NA,NA,NA,NA,NA,Mammals,NA,NA,NA,NA,22,206,NA,0.02583423,26,0,NA,NA,0.051474449,Deer,Rural,10.2.2,Desert,Mohave Desert,NA,California,0,Annual,2009-2014,6,USA,Scats,3246,NA,NA,NA,0,0,8,35.683,-116.8672,Cypher et al 2018,NA
"Mouse, hispid pocket",NA,Chaetodipus hispidus,Mouse,Rodents,Mammals,0.032,NA,1,0,14,658,NA,0.02584493,26,0,NA,NA,0.011081716,Deer,Rural,9.4.2,GreatPlains,Lucas Road,349,Kansas,0,Annual,1990-1991,1,USA,Scats,552,NA,NA,NA,0,0,3,38.94,-98.5,Brillhart and Kaufman 1995,NA
"Woodrat, Mexican",NA,Neotoma mexicana,Woodrats,Rodents,Mammals,0.203,NA,1,0,NA,NA,NA,0.025849225,26,0,NA,NA,0.011083535,No deer,Rural,13.4.2,TempSierras,Popocatepetl,473,Puebla,0,Annual,2001-2003,3,Mexico,Scats,130,NA,NA,NA,0,1,10,19.022,-98.6279,Hernandez Perez 2004,NA
Woodchuck/groundhog,NA,Marmota monax,Marmots,Rodents,Mammals,3.8107,NA,1,0,16,1358,NA,0.025856698,26,NA,NA,NA,0.011086698,Deer,Rural,8.3.5,ETempForest,Prentiss County,139,Mississippi,0,Summer,1986,0.083,USA,Scats & Stomach,24,NA,NA,NA,0,0,7,34.609,-88.4868,Blanton 1988,NA
NA,NA,NA,NA,Rodents,Mammals,0.2,NA,1,0,16,1358,NA,0.025856698,26,NA,NA,NA,0.011086698,Deer,Rural,8.3.5,ETempForest,Prentiss County,139,Mississippi,0,Summer,1986,0.083,USA,Scats & Stomach,24,NA,NA,NA,0,0,7,34.609,-88.4868,Blanton 1988,NA
Chicken,NA,Gallus gallus,Poultry,Domestic,Birds,2,NA,5,0,16,1358,NA,0.025856698,26,NA,NA,NA,0.011086698,Deer,Rural,8.3.5,ETempForest,Prentiss County,139,Mississippi,0,Summer,1986,0.083,USA,Scats & Stomach,24,NA,NA,NA,0,0,7,34.609,-88.4868,Blanton 1988,NA
Blackberries,NA,Rubus spp.,Fruit,NA,Vegetation,NA,NA,NA,NA,16,1358,NA,0.025856698,26,NA,NA,NA,0.011086698,Deer,Rural,8.3.5,ETempForest,Prentiss County,139,Mississippi,0,Summer,1986,0.083,USA,Scats & Stomach,24,NA,NA,NA,0,0,7,34.609,-88.4868,Blanton 1988,NA
Corn,NA,Zea mays,Seeds,NA,Vegetation,NA,NA,NA,NA,16,1358,NA,0.025856698,26,NA,NA,NA,0.011086698,Deer,Rural,8.3.5,ETempForest,Prentiss County,139,Mississippi,0,Summer,1986,0.083,USA,Scats & Stomach,24,NA,NA,NA,0,0,7,34.609,-88.4868,Blanton 1988,NA
Mammals,NA,NA,NA,NA,Mammals,NA,NA,NA,NA,16,1358,NA,0.025856698,26,NA,NA,NA,0.011086698,Deer,Rural,8.3.5,ETempForest,Prentiss County,139,Mississippi,0,Summer,1986,0.083,USA,Scats & Stomach,24,NA,NA,NA,0,0,7,34.609,-88.4868,Blanton 1988,NA
"Gopher, pocket",NA,NA,Gophers,Rodents,Mammals,0.176,NA,1,0,7,1070,NA,0.025862069,26,0,NA,NA,0.011088972,Deer,Rural,6.2.12,NWForMtn,Sierra National Forest,620,California,0,Spring,1986,0.25,USA,Scats,60,NA,NA,NA,0,1,5,37.343,-119.224,Smith 1990,NA
"Rat, hispid cotton",NA,Sigmodon hispidus,Rat,Rodents,Mammals,0.0924,NA,1,0,NA,NA,NA,0.025862069,26,0,NA,NA,0.011088972,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Woodrat, eastern",NA,Neotoma floridana,Woodrats,Rodents,Mammals,0.2447,NA,1,0,NA,NA,NA,0.025862069,26,0,NA,NA,0.011088972,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Blackbird, red-winged",NA,Agelaius phoeniceus,NA,NA,Birds,0.05078,NA,2,0,NA,NA,NA,0.025862069,26,0,NA,NA,0.011088972,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Quail, northern bobwhite",NA,Colinus virginianus,Quail,NA,Birds,0.17189,NA,3,0,NA,NA,NA,0.025862069,26,0,NA,NA,0.011088972,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,2.5,1500,NA,0.025870647,26,0,NA,NA,0.011092604,Deer,Wilderness,6.2.4,NWForMtn,"North Fork, Flathead River",307,Montana,0,Summer,1996,0.5,USA,Scats,77,NA,NA,NA,1,1,8,48.726,-114.256,Arjo et al 2002,NA
"Mouse, pocket",NA,Perognathus spp.,Mouse,Rodents,Mammals,0.025,NA,1,0,16,548,NA,0.025923883,26,0,NA,NA,0.051509031,Deer,Rural,11.1.1,Mediterranean,Coastal,NA,California,0,Annual,1941-1952,12,USA,Stomachs,407,NA,NA,NA,0,1,11,38.9,-123.2442,Ferrel et al 1953,NA
NA,NA,NA,Fruit,NA,Vegetation,NA,NA,NA,NA,4.5,1200,NA,0.025948104,26,2,NA,NA,0.011125393,Deer,Rural,5.3.1,NthForests,Kejimkujik National Park,172,Queens County,0,Winter,1992-1997,1.3,Canada,Scats,133,6.8,64.3,NA,0,0,2,44.33,-65.25,"Patterson et al 1998, Patterson & Messier 2000, Patterson & Messier 2001  ",NA
"Mouse, white-footed",NA,Peromyscus leucopus,Mouse,Rodents,Mammals,0.0212,NA,1,0,NA,NA,NA,0.025974026,26,0,NA,NA,0.011136366,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Squirrel, eastern fox",NA,Sciurus niger,Squirrels,Rodents,Mammals,0.7619,NA,1,0,NA,NA,NA,0.025974026,26,0,NA,NA,0.011136366,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Blackbird, red-winged",NA,Agelaius phoeniceus,NA,NA,Birds,0.05078,NA,2,0,NA,NA,NA,0.025974026,26,0,NA,NA,0.011136366,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,NA,NA,NA,0.025974026,26,0,NA,NA,0.011136366,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
