cnt,uniqID,x,y,cur_b1,cur_b2,cur_b3,r45y50_b1,r45y50_b2,r45y50_b3,r85y50_b1,r85y50_b2,r85y50_b3,r45y70_b1,r45y70_b2,r45y70_b3,r85y70_b1,r85y70_b2,r85y70_b3
1762,Q1865,30.37501061,-23.62493255,-0.22183609,-0.287288755,-0.005766434,-0.172808141,0.170894548,-0.04628947,-0.181111842,0.184065044,-0.026033431,-0.210699454,0.166457385,-0.022363737,-0.192214012,0.186969966,-0.017822318
1763,Q1866,30.62501061,-23.62493255,-0.374732077,-0.282895029,0.062229834,-0.390320629,0.20022653,-0.00914805,-0.394675761,0.21841988,-0.019802861,-0.423377573,0.180485696,-0.016355105,-0.395604879,0.226098835,-0.012250814
1764,Q1867,30.87501061,-23.62493255,-0.412037522,-0.285464108,0.069749489,-0.422010511,0.210817769,-0.005327753,-0.420557439,0.22783117,-0.018909086,-0.45138365,0.187160715,-0.01579711,-0.421861321,0.236361653,-0.010981353
1765,Q1868,31.12501061,-23.62493255,-0.438679248,-0.286434114,0.073165029,-0.452153951,0.206829339,0.002387466,-0.451260746,0.225847706,-0.016501324,-0.478586257,0.180742487,-0.013559667,-0.447285056,0.232446849,-0.009102119
1766,Q1869,31.37501061,-23.62493255,-0.427298456,0.017532492,0.1537361,-0.429433346,0.201008365,-0.000242353,-0.428528517,0.216361627,-0.016632007,-0.458037376,0.17325893,-0.013675893,-0.424165666,0.220881775,-0.009299095
1767,Q1870,31.62501061,-23.62493255,-0.473244995,0.013076457,0.169866085,-0.449447423,0.200554386,0.008409649,-0.4445391,0.213126928,-0.014980473,-0.474872142,0.167824402,-0.012052749,-0.435714662,0.217258826,-0.007967172
1630,Q1872,27.37501061,-23.37493255,-0.341806442,0.070271477,-0.03838909,-0.369811803,0.083005816,0.018845681,-0.390078187,0.075256273,-0.006534037,-0.380660206,0.062525913,-0.004606738,-0.391152948,0.077223137,-0.00516971
1631,Q1873,27.62501061,-23.37493255,-0.354708225,0.051914982,0.004906771,-0.358347058,0.094060667,-0.002865364,-0.366252601,0.110603012,-0.012670583,-0.368701845,0.079891436,-0.011027605,-0.369092762,0.121424869,-0.008361155
1632,Q1874,27.87501061,-23.37493255,-0.333615154,-0.27296406,-0.020339362,-0.341476977,0.139366567,-0.035182517,-0.356936693,0.159470633,-0.028157212,-0.363517523,0.121034384,-0.026734807,-0.356547892,0.162000209,-0.022657759
1633,Q1875,28.12501061,-23.37493255,-0.328562915,-0.276673555,-0.010831605,-0.34039101,0.164793655,-0.03196929,-0.343243301,0.175389379,-0.027545108,-0.35826841,0.137127563,-0.026342561,-0.34980917,0.177983448,-0.021300443
1634,Q1876,28.37501061,-23.37493255,-0.186635435,0.041559026,0.024416847,-0.210679024,0.13171117,-0.027834902,-0.227701291,0.143928677,-0.017453277,-0.241291776,0.113537356,-0.01605037,-0.234029561,0.146039292,-0.011514509
1635,Q1877,28.62501061,-23.37493255,-0.246031284,-0.265407264,0.028523941,-0.26377663,0.150142536,-0.034966689,-0.277104408,0.163228035,-0.025025541,-0.291583568,0.12713024,-0.022950787,-0.281168491,0.167930156,-0.01876921
1636,Q1878,28.87501061,-23.37493255,-0.168243796,0.034366995,0.041359298,-0.117482461,0.122744359,-0.049305305,-0.132038236,0.132859886,-0.024467938,-0.149492025,0.115449786,-0.021822806,-0.143948644,0.131956786,-0.01801607
1637,Q1879,29.12501061,-23.37493255,-0.17256321,-0.273718059,-0.03108648,-0.12392322,0.128378376,-0.051556181,-0.138238817,0.139991924,-0.026228411,-0.156011984,0.122723691,-0.023481917,-0.148064181,0.137943432,-0.01958794
1638,Q1880,29.37501061,-23.37493255,-0.130765408,-0.272524089,-0.039372046,-0.107016072,0.127002552,-0.056978513,-0.116371885,0.138027564,-0.028278366,-0.138711706,0.124817319,-0.02546525,-0.130954996,0.139841095,-0.02086396
1639,Q1881,29.62501061,-23.37493255,-0.170274243,0.030878406,0.041148696,-0.094784379,0.13379012,-0.055455711,-0.106157437,0.145345733,-0.026488381,-0.13360858,0.136677504,-0.023300197,-0.120770223,0.146803603,-0.018663859
1640,Q1882,29.87501061,-23.37493255,-0.072400875,-0.275107235,-0.03900829,0.009734541,0.130543858,-0.076992542,-0.000977025,0.138652205,-0.031476956,-0.028902322,0.139374197,-0.02784289,-0.020467404,0.141108975,-0.022861425
1641,Q1883,30.12501061,-23.37493255,-0.225061521,-0.285914391,-0.009626221,-0.178334117,0.169197679,-0.040585712,-0.191648722,0.183592364,-0.022304615,-0.220799387,0.165187433,-0.019404624,-0.199862316,0.185176909,-0.014157814
1642,Q1884,30.37501061,-23.37493255,-0.326035202,-0.290752679,0.004115919,-0.309268951,0.195755661,-0.019035226,-0.315680534,0.212821871,-0.019100148,-0.34712559,0.182994887,-0.016138781,-0.323458612,0.217410073,-0.010870372
1643,Q1885,30.62501061,-23.37493255,-0.342547864,-0.293384343,0.011574798,-0.346240491,0.201760501,-0.010408777,-0.351489633,0.220145538,-0.017028013,-0.382170826,0.18594034,-0.013936462,-0.352948368,0.223611757,-0.009134584
1644,Q1886,30.87501061,-23.37493255,-0.423852056,0.019341774,0.147342235,-0.409332633,0.208021447,-0.000732402,-0.41031751,0.226708561,-0.015718261,-0.439636856,0.185366943,-0.012346885,-0.406599343,0.230304673,-0.008270812
1645,Q1887,31.12501061,-23.37493255,-0.420025289,0.019900782,0.146522105,-0.410979062,0.203497827,-0.00232899,-0.409661859,0.221497506,-0.016479522,-0.442682981,0.181023806,-0.013034913,-0.405745596,0.226432517,-0.008925192
1646,Q1888,31.37501061,-23.37493255,-0.431779802,0.019373702,0.14754127,-0.412659436,0.196744457,-0.004023054,-0.412547261,0.210796505,-0.017214267,-0.443899393,0.172624916,-0.014094631,-0.408640414,0.216523349,-0.009731025
1647,Q1889,31.62501061,-23.37493255,-0.487673074,0.013573742,0.18221499,-0.450876534,0.205622494,0.028960884,-0.446789801,0.219083056,-0.010666217,-0.477389812,0.170768335,-0.006402601,-0.438533217,0.223613709,-0.005288702
1511,Q1891,27.62501061,-23.12493255,-0.34873566,-0.27107808,-0.001027821,-0.344507277,0.084683217,0.013392511,-0.359234989,0.105421394,-0.010562307,-0.356947333,0.069674335,-0.009160659,-0.360517889,0.113862082,-0.008999171
1512,Q1892,27.87501061,-23.12493255,-0.359279305,-0.265139312,-0.037050705,-0.390009969,0.132009566,-0.012936288,-0.397678167,0.152024597,-0.02089252,-0.403473675,0.113956377,-0.019064629,-0.397085905,0.155192673,-0.016566122
1513,Q1893,28.12501061,-23.12493255,-0.337900758,0.037643261,0.120253824,-0.330843508,0.153938696,-0.002955444,-0.340990692,0.16731821,-0.012318461,-0.353709638,0.125059396,-0.010405726,-0.342421174,0.165255308,-0.007290375
1514,Q1894,28.37501061,-23.12493255,-0.266784936,0.035142269,0.048571113,-0.25912255,0.142136201,-0.018090971,-0.272813946,0.155670851,-0.015762305,-0.286732644,0.118922956,-0.013648179,-0.274349958,0.157412425,-0.010106929
1515,Q1895,28.62501061,-23.12493255,-0.297614872,-0.273947895,-0.018983353,-0.30198437,0.162869647,-0.041180436,-0.314047307,0.177009463,-0.03030985,-0.331274509,0.136984676,-0.02813942,-0.316226333,0.184114367,-0.023587167
1516,Q1896,28.87501061,-23.12493255,-0.086417191,0.03338702,0.041031726,-0.019750442,0.107064575,-0.062361091,-0.033142962,0.109518148,-0.0254979,-0.049259845,0.106658399,-0.023450559,-0.048698507,0.106999762,-0.018510476
1517,Q1897,29.12501061,-23.12493255,-0.217163861,-0.266912818,0.029377447,-0.204810962,0.136071637,-0.032513048,-0.213812172,0.148887351,-0.020906657,-0.235595301,0.120968431,-0.018464448,-0.224502221,0.148512989,-0.014477368
1518,Q1898,29.37501061,-23.12493255,-0.180959776,-0.274398357,-0.029490113,-0.161541045,0.131831795,-0.045330647,-0.173252463,0.143898025,-0.025041478,-0.192660674,0.123250037,-0.022385221,-0.182760105,0.147226095,-0.018039653
1519,Q1899,29.62501061,-23.12493255,-0.186588511,-0.267963827,0.023542477,-0.172621936,0.136002287,-0.040558688,-0.184596881,0.148764938,-0.023631532,-0.209181577,0.127472356,-0.020666027,-0.193674073,0.151694179,-0.01655318
1520,Q1900,29.87501061,-23.12493255,-0.152184293,-0.276458889,-0.031993117,-0.114637099,0.154480755,-0.050584935,-0.125312746,0.167996407,-0.025769165,-0.154706582,0.155578077,-0.022062548,-0.138878122,0.169323072,-0.017749827
1521,Q1901,30.12501061,-23.12493255,-0.212203652,-0.282440096,-0.017925601,-0.221528873,0.180340096,-0.032199353,-0.229521886,0.195186988,-0.021983365,-0.260636061,0.172797859,-0.018221809,-0.237670392,0.198223621,-0.013971469
1522,Q1902,30.37501061,-23.12493255,-0.321426839,-0.289484918,0.00135758,-0.330659926,0.204123884,-0.013157981,-0.33415094,0.221130118,-0.018458834,-0.361209363,0.187536553,-0.014881878,-0.340936899,0.22475481,-0.010512128
1523,Q1903,30.62501061,-23.12493255,-0.336841136,-0.286065102,0.066201285,-0.356830925,0.210937798,-0.012968345,-0.359415382,0.228576958,-0.019908719,-0.38830176,0.192799658,-0.016327521,-0.358682096,0.230957344,-0.011995245
1524,Q1904,30.87501061,-23.12493255,-0.416245729,0.017932774,0.150059968,-0.411984593,0.216010436,0.000870025,-0.410030127,0.234661311,-0.016175896,-0.43793717,0.192710161,-0.012324524,-0.402389765,0.236628577,-0.008886497
1525,Q1905,31.12501061,-23.12493255,-0.457664818,0.019179024,0.150661722,-0.442952961,0.207084328,0.006412621,-0.440117627,0.224391729,-0.013685684,-0.467632234,0.181118131,-0.010692329,-0.435093433,0.227173567,-0.006532692
1526,Q1906,31.37501061,-23.12493255,-0.505019903,0.018995181,0.1538679,-0.465468019,0.197129473,0.006398794,-0.456887633,0.210542917,-0.015220547,-0.489011943,0.162181541,-0.012362216,-0.453503788,0.214284718,-0.008336662
1527,Q1907,31.62501061,-23.12493255,-0.454444438,0.018596066,0.169842392,-0.448374391,0.21008651,0.033455852,-0.439827949,0.223574847,-0.009035566,-0.471280694,0.174114123,-0.004734673,-0.436030447,0.227499768,-0.003808633
1393,Q1910,28.12501061,-22.87493255,-0.365790009,-0.269246638,0.050555881,-0.368294746,0.164826795,-0.016097808,-0.379397005,0.17718707,-0.02157934,-0.394269258,0.133616969,-0.01930004,-0.379348636,0.178691626,-0.016438689
1394,Q1911,28.37501061,-22.87493255,-0.264041066,0.041498773,0.107774228,-0.272547394,0.143207297,-0.016401814,-0.283226579,0.156715825,-0.015757838,-0.29977724,0.118692249,-0.01335881,-0.286940932,0.158136755,-0.010179208
1395,Q1912,28.62501061,-22.87493255,-0.306268185,-0.271273285,-0.025939798,-0.319393516,0.158422276,-0.020824675,-0.330862224,0.173782244,-0.020168008,-0.347494662,0.130985945,-0.017806571,-0.332021236,0.177266181,-0.014121534
1396,Q1913,28.87501061,-22.87493255,-0.294076622,-0.274772346,-0.015751494,-0.290677667,0.150511011,-0.021024264,-0.300782263,0.164089054,-0.018099902,-0.317457974,0.124705292,-0.016125757,-0.301205307,0.166350067,-0.012095523
1397,Q1914,29.12501061,-22.87493255,-0.262892127,0.040135868,0.107541196,-0.254883587,0.1443979,-0.023176286,-0.26306206,0.15757212,-0.01850272,-0.284570485,0.123404697,-0.015904179,-0.268699616,0.157045782,-0.012298633
1398,Q1915,29.37501061,-22.87493255,-0.258618772,0.038997509,0.108561806,-0.249078929,0.146762908,-0.025560051,-0.257494748,0.160336137,-0.019349469,-0.278789133,0.128762975,-0.016755762,-0.262862653,0.160720631,-0.013097655
1399,Q1916,29.62501061,-22.87493255,-0.295200258,0.034557164,0.119656466,-0.289790899,0.164218277,-0.01875297,-0.296707153,0.181292608,-0.018539859,-0.32019794,0.149622917,-0.015395811,-0.302466184,0.181168064,-0.012016488
1400,Q1917,29.87501061,-22.87493255,-0.241767839,-0.284398437,-0.006070391,-0.240164459,0.179137334,-0.027869662,-0.245087549,0.195971176,-0.021146581,-0.273654938,0.170454383,-0.017551696,-0.250943601,0.195735678,-0.013480506
1401,Q1918,30.12501061,-22.87493255,-0.25913921,-0.280248493,0.051133122,-0.270810425,0.189580873,-0.024065679,-0.275767565,0.205233544,-0.020841779,-0.303740948,0.177772328,-0.017355373,-0.281599879,0.207923576,-0.013025433
1402,Q1919,30.37501061,-22.87493255,-0.030597806,-0.269756764,0.018712537,-0.026265049,0.141309276,-0.072886482,-0.035376355,0.149182871,-0.031097014,-0.066278726,0.146757483,-0.027304161,-0.051550895,0.152592048,-0.022213396
1403,Q1920,30.62501061,-22.87493255,-0.358197391,-0.285565794,0.063914739,-0.422840238,0.223125979,-0.000121685,-0.420674801,0.24149701,-0.017270569,-0.450290233,0.199464515,-0.013694416,-0.416960657,0.243462518,-0.009808354
1404,Q1921,30.87501061,-22.87493255,-0.460084289,-0.291977614,0.084925123,-0.457143635,0.226429075,0.007054301,-0.452681333,0.246478215,-0.015430563,-0.48007527,0.198601678,-0.011648441,-0.44691664,0.249132767,-0.008259495
1405,Q1922,31.12501061,-22.87493255,-0.484923899,0.018057656,0.153724134,-0.483150125,0.221099645,0.013775486,-0.475605816,0.239418253,-0.01235298,-0.508091927,0.185842201,-0.009224191,-0.468883097,0.241908178,-0.005163471
1406,Q1923,31.37501061,-22.87493255,-0.501324475,0.016333634,0.158379808,-0.478602916,0.213620603,0.011165701,-0.470032513,0.230007082,-0.013680236,-0.50224489,0.176577285,-0.010367822,-0.464193374,0.232106924,-0.006464652
1273,Q1925,28.12501061,-22.62493255,-0.375763685,0.043084089,0.123288929,-0.363637924,0.155673668,0.036277823,-0.375506878,0.165614277,-0.001348362,-0.388879657,0.122380786,0.001607331,-0.376619875,0.163262472,0.001326785
1274,Q1926,28.37501061,-22.62493255,-0.365144074,0.039663713,0.120087497,-0.359712541,0.158588469,0.004935206,-0.365716606,0.17218864,-0.010383463,-0.38076666,0.127680346,-0.007568028,-0.37237674,0.171312749,-0.005495085
1275,Q1927,28.62501061,-22.62493255,-0.370250076,0.036515862,0.123958714,-0.367048949,0.15756458,0.001683961,-0.37013635,0.17197378,-0.011850122,-0.385493487,0.12561667,-0.009464735,-0.36988315,0.170835465,-0.006938482
1276,Q1928,28.87501061,-22.62493255,-0.335002512,-0.269327104,0.045383036,-0.362636924,0.158385932,-0.002364084,-0.365481913,0.173917487,-0.013711423,-0.385107636,0.128379002,-0.011277048,-0.36909166,0.175370812,-0.008491112
1277,Q1929,29.12501061,-22.62493255,-0.266355157,0.039765615,0.109162122,-0.265618652,0.145193294,-0.021543426,-0.278449923,0.158837855,-0.017296366,-0.296929389,0.123547249,-0.014995094,-0.282508969,0.159687594,-0.011241552
1278,Q1930,29.37501061,-22.62493255,-0.272031307,0.037952203,0.11193829,-0.28566879,0.154274717,-0.019169388,-0.293513924,0.167986229,-0.017732499,-0.314754397,0.132287279,-0.014846273,-0.29955253,0.167617664,-0.011479044
1279,Q1931,29.62501061,-22.62493255,-0.346253216,0.033317637,0.123800777,-0.361727387,0.174924269,-0.005439494,-0.364208579,0.193898559,-0.014898335,-0.386806726,0.152148426,-0.012157563,-0.364362448,0.191268697,-0.008902766
1280,Q1932,29.87501061,-22.62493255,-0.351692051,0.028102096,0.131304666,-0.351607174,0.19375512,-0.006502117,-0.358127266,0.215092301,-0.015452849,-0.38462621,0.176780745,-0.012048756,-0.358284146,0.213264883,-0.00854934
1281,Q1933,30.12501061,-22.62493255,-0.402085006,-0.283338666,0.067859143,-0.452823222,0.224011794,0.007940387,-0.448231995,0.245975316,-0.014203973,-0.473342568,0.199106961,-0.010614118,-0.442531824,0.248387828,-0.007227473
1282,Q1934,30.37501061,-22.62493255,-0.383368582,-0.287684202,0.073678337,-0.422987312,0.222251713,0.001665031,-0.420741469,0.240813911,-0.016033318,-0.448226511,0.198447838,-0.012584877,-0.418969214,0.243031651,-0.008511166
1283,Q1935,30.62501061,-22.62493255,-0.264711529,0.023325164,0.131643549,-0.264283687,0.187307388,-0.025792075,-0.267291427,0.200866461,-0.019489113,-0.302068919,0.175684258,-0.01643683,-0.271609932,0.201681569,-0.01131082
1284,Q1936,30.87501061,-22.62493255,-0.389169067,0.015681745,0.153477892,-0.387244076,0.213381276,-0.002698386,-0.384545922,0.230013639,-0.015110716,-0.414776564,0.191946268,-0.012102048,-0.380671531,0.22999464,-0.007337653
1285,Q1937,31.12501061,-22.62493255,-0.549729884,0.010038511,0.175326183,-0.510664582,0.227879122,0.01719455,-0.498984039,0.247241661,-0.011866727,-0.52724719,0.19047913,-0.00854836,-0.492497653,0.244837373,-0.004820575
1286,Q1938,31.37501061,-22.62493255,-0.467224479,0.013237563,0.169625118,-0.474930078,0.223475263,0.018522309,-0.462510616,0.239685699,-0.012312707,-0.495047599,0.189110875,-0.008083059,-0.458117932,0.237619713,-0.005832128
1156,Q1942,28.87501061,-22.37493255,-0.356494844,0.037528425,0.130479604,-0.362834692,0.155812711,0.02187784,-0.369478971,0.172407359,-0.005756751,-0.388742805,0.126049861,-0.002834613,-0.374271363,0.172119766,-0.002020972
1157,Q1943,29.12501061,-22.37493255,-0.386817813,0.035613604,0.122244686,-0.396362722,0.153629899,-0.000985151,-0.395430207,0.173164755,-0.013949791,-0.418151677,0.126405716,-0.01108505,-0.395328194,0.176497221,-0.008425233
1158,Q1944,29.37501061,-22.37493255,-0.352125496,0.035240438,0.122101381,-0.365518808,0.162724942,-0.005068569,-0.368821561,0.17810151,-0.014113181,-0.391143501,0.1320384,-0.011491882,-0.372079253,0.181045413,-0.008060297
1159,Q1945,29.62501061,-22.37493255,-0.342800468,0.033807445,0.122293495,-0.351229727,0.168780848,-0.009443417,-0.352052957,0.186088264,-0.016099647,-0.377307594,0.14327167,-0.013093968,-0.354965627,0.185178623,-0.009825558
1160,Q1946,29.87501061,-22.37493255,-0.379807651,0.028977901,0.131967291,-0.401542664,0.189959377,0.001071716,-0.396970272,0.211689353,-0.013576523,-0.423785359,0.169231191,-0.010455456,-0.397530138,0.208788708,-0.007208627
1161,Q1947,30.12501061,-22.37493255,-0.458517194,-0.283378392,0.072436906,-0.509694338,0.232898459,0.014180235,-0.496782839,0.255563974,-0.013956418,-0.526968777,0.202393517,-0.010149379,-0.495049357,0.256832868,-0.007187361
1162,Q1948,30.37501061,-22.37493255,-0.488727987,-0.293388247,0.028740745,-0.522007942,0.241352469,0.006808619,-0.511315644,0.262637675,-0.019617125,-0.537680507,0.207884684,-0.015912972,-0.505920708,0.26459986,-0.012836425
1163,Q1949,30.62501061,-22.37493255,-0.494226098,-0.296246082,0.031988628,-0.51001966,0.236444443,0.013383593,-0.498272121,0.256075144,-0.014905369,-0.530332804,0.203099847,-0.010886112,-0.49118799,0.256231815,-0.008191454
1164,Q1950,30.87501061,-22.37493255,-0.516997457,-0.293040693,0.094458424,-0.515641212,0.23041819,0.018920483,-0.508283317,0.248646125,-0.011858429,-0.533213973,0.194910839,-0.008717303,-0.500925958,0.247200057,-0.005430915
1165,Q1951,31.12501061,-22.37493255,-0.597168565,0.012048406,0.177635029,-0.587498188,0.227981642,0.034705129,-0.570211411,0.243639052,-0.008294519,-0.597305179,0.181874827,-0.005174477,-0.560328662,0.24254714,-0.002666376
1166,Q1952,31.37501061,-22.37493255,-0.583605409,0.010868567,0.19122538,-0.586264491,0.23394084,0.058147397,-0.569150448,0.249560371,-0.004612882,-0.596312106,0.186441988,-2.38E-05,-0.558709562,0.250168592,1.35E-05
1037,Q1954,29.12501061,-22.12493255,-0.444606543,0.038975786,0.127560526,-0.429152161,0.139984637,0.033863142,-0.428385556,0.164379522,-0.00330598,-0.442214012,0.112759568,-0.00073743,-0.429935127,0.166924223,-0.000552841
1038,Q1955,29.37501061,-22.12493255,-0.455595642,0.036266606,0.131009191,-0.424238473,0.167934105,0.027119476,-0.423467219,0.188065886,-0.006868313,-0.435636848,0.134768456,-0.003727886,-0.420538753,0.190183476,-0.003353353
1039,Q1956,29.62501061,-22.12493255,-0.439557821,0.036481816,0.122964978,-0.448698163,0.181897715,0.025239848,-0.448821872,0.199089885,-0.006416536,-0.469396144,0.144437268,-0.003648316,-0.442311078,0.200157762,-0.001930378
1040,Q1957,29.87501061,-22.12493255,-0.42590934,0.029916629,0.144410387,-0.435018003,0.18681027,0.027512766,-0.433915794,0.20484066,-0.007844993,-0.457062989,0.153501287,-0.00376587,-0.430636197,0.20640327,-0.003517658
4227,Q951,16.62501061,-28.87493255,0.088494383,0.097480945,0.089735404,0.180376425,0.052223742,0.062740892,0.207039624,0.053539671,0.026435902,0.189008668,0.069826573,0.02790173,0.222214341,0.039194971,0.02229904
4228,Q952,16.87501061,-28.87493255,-0.038853265,0.089117527,0.112490572,0.174140915,0.055658523,0.062490746,0.200895652,0.056332055,0.025700668,0.181780607,0.072658204,0.027005661,0.214452103,0.042075705,0.021914581
4229,Q953,17.12501061,-28.87493255,-0.079032145,0.085573897,0.120729662,0.163997918,0.06140922,0.062603101,0.188477144,0.062245339,0.025211394,0.171624079,0.077438116,0.026334517,0.199331224,0.048790533,0.021939019
4230,Q954,17.37501061,-28.87493255,-0.153785437,0.110044934,0.236258894,0.117131367,0.061326008,0.231807038,0.139326155,0.070316136,0.545411885,0.118174985,0.065213859,0.541520059,0.148707569,0.03921647,0.559464574
4231,Q955,17.62501061,-28.87493255,-0.373483717,0.096425436,0.274190068,-0.063855954,0.073937424,0.325166017,-0.02893348,0.079510473,0.550079823,-0.050043032,0.056801207,0.545895755,-0.009414098,0.05680446,0.563497543
4232,Q956,17.87501061,-28.87493255,-0.260263473,0.103399098,0.250503421,-0.121471345,0.057597749,0.330224335,-0.095404737,0.065683298,0.550287366,-0.110347919,0.029930113,0.544917285,-0.075280033,0.035532258,0.562827528
4233,Q957,18.12501061,-28.87493255,-0.378732175,0.097436294,0.265842915,-0.416395992,-0.046349574,0.32160306,-0.397464067,-0.037339356,0.554085493,-0.391363859,-0.100352816,0.545350075,-0.366927177,-0.060793895,0.562762082
4234,Q958,18.37501061,-28.87493255,-0.400569528,0.101340123,0.252342343,-0.498425305,-0.076804847,0.31518805,-0.484686971,-0.08377979,0.553409398,-0.468618006,-0.135841697,0.544817984,-0.45407787,-0.0841325,0.562500656
4235,Q959,18.62501061,-28.87493255,-0.430315018,0.104775302,0.241715699,-0.535827756,-0.082848467,0.35390988,-0.513306856,-0.065240107,0.554841697,-0.503805459,-0.144408584,0.545241833,-0.489674062,-0.087933704,0.562612355
4236,Q960,18.87501061,-28.87493255,-0.374449819,0.098033957,0.260502726,-0.500813246,-0.071576744,0.346090853,-0.484802574,-0.063446239,0.551330864,-0.472860754,-0.129803583,0.543150663,-0.467012823,-0.08069852,0.559817433
4237,Q961,19.12501061,-28.87493255,-0.176812962,0.117472939,0.200652882,-0.253650576,-0.041919272,0.207145542,-0.245815635,-0.031315912,0.547005951,-0.246440411,-0.08812356,0.539051592,-0.241701171,-0.065024294,0.556994557
4238,Q962,19.37501061,-28.87493255,-0.247288197,0.131822675,0.156616762,-0.340655774,-0.046029713,0.335716456,-0.329789251,-0.025259664,0.549143076,-0.322257072,-0.093591265,0.54103291,-0.324360102,-0.065608062,0.558334112
4239,Q963,19.62501061,-28.87493255,-0.154418424,0.114332847,0.017458927,-0.20357807,-0.045975011,0.090509273,-0.19153738,-0.038832314,0.024669278,-0.185383379,-0.082288884,0.021678161,-0.193229154,-0.07451041,0.016340191
4240,Q964,19.87501061,-28.87493255,-0.081052043,0.124036595,-0.013621742,-0.165735096,-0.060112588,0.081240863,-0.158443347,-0.048572104,0.022549512,-0.146030262,-0.093815684,0.018996809,-0.163798556,-0.082131498,0.014523454
4241,Q965,20.12501061,-28.87493255,-0.094350696,0.129707262,-0.031961884,-0.181783214,-0.072074257,0.080530606,-0.180361271,-0.06322664,0.021877961,-0.167160749,-0.105136417,0.018246537,-0.187695205,-0.097090609,0.013459378
4242,Q966,20.37501061,-28.87493255,-0.115642905,0.125494167,-0.020993687,-0.19282487,-0.081238501,0.078910679,-0.192156911,-0.070258997,0.020936223,-0.178107873,-0.115919076,0.01689408,-0.198494241,-0.100791268,0.012734458
4243,Q967,20.62501061,-28.87493255,-0.195735052,0.11811579,-0.00148877,-0.270765185,-0.075490206,0.090493068,-0.27394557,-0.076990932,0.021747567,-0.257121623,-0.115277775,0.018311415,-0.279363871,-0.104917802,0.013284856
4244,Q968,20.87501061,-28.87493255,-0.209685758,0.115458079,-0.029241372,-0.214784592,-0.099530436,0.038220562,-0.219516113,-0.100674435,0.004235437,-0.198045805,-0.126811877,0.001298369,-0.228594631,-0.120141119,-0.002149623
4245,Q969,21.12501061,-28.87493255,-0.204345748,0.126299053,-0.069564015,-0.199185938,-0.116125189,0.023155933,-0.209250167,-0.120674029,0.001202599,-0.183156863,-0.140507445,-0.003029358,-0.222135887,-0.142870948,-0.004468829
4246,Q970,21.37501061,-28.87493255,-0.16805926,0.132343695,-0.084215462,-0.172729164,-0.113360994,0.027446868,-0.18788366,-0.124970458,0.001973458,-0.158284992,-0.134728566,-0.001487875,-0.199851468,-0.138850555,-0.003726002
4247,Q971,21.62501061,-28.87493255,-0.151162192,0.123953059,-0.065383054,-0.175130591,-0.116532929,0.017092096,-0.193465889,-0.120743603,-0.000937216,-0.163907453,-0.129317388,-0.004552265,-0.200659737,-0.127196729,-0.005271925
4248,Q972,21.87501061,-28.87493255,-0.198354974,0.114647977,-0.037756108,-0.254807591,-0.087558143,0.03384617,-0.26765424,-0.089940429,0.0012211,-0.24038437,-0.102715097,-0.000985716,-0.272223234,-0.090963684,-0.003111424
4249,Q973,22.12501061,-28.87493255,-0.193359479,0.110969588,-0.118140288,-0.267930031,-0.058881339,0.015113495,-0.282774687,-0.05928614,-0.003030013,-0.255572766,-0.071531549,-0.006019512,-0.289284766,-0.057465244,-0.004278232
4250,Q974,22.37501061,-28.87493255,-0.154315084,0.086835846,-0.093354486,-0.189426064,-0.074020728,-0.047424845,-0.201071292,-0.077320732,-0.022812059,-0.178622037,-0.082903109,-0.027061617,-0.211419031,-0.077286974,-0.022925105
4251,Q975,22.62501061,-28.87493255,-0.104320198,0.106469743,-0.07829687,-0.14155829,-0.093246363,-0.059993505,-0.15457581,-0.090993002,-0.026282046,-0.13555409,-0.097099155,-0.030543895,-0.166849568,-0.090307064,-0.026189964
4252,Q976,22.87501061,-28.87493255,-0.033412144,0.118090659,-0.114862777,-0.051433273,-0.107458517,-0.076216519,-0.064429805,-0.107906148,-0.029320281,-0.0430668,-0.114877649,-0.034574166,-0.086621441,-0.116168536,-0.029292943
4253,Q977,23.12501061,-28.87493255,0.001906825,0.1196713,-0.087599464,-0.01132569,-0.137161225,-0.055941485,-0.027893968,-0.138734803,-0.021783235,-0.001385993,-0.128133714,-0.025524784,-0.044470709,-0.141002715,-0.022277696
4254,Q978,23.37501061,-28.87493255,0.029015537,0.129461616,-0.111205891,0.039759111,-0.143453836,-0.058330379,0.023545733,-0.154055923,-0.02211808,0.050435219,-0.13809514,-0.025528844,0.005724016,-0.151400536,-0.022170305
4255,Q979,23.62501061,-28.87493255,-0.014018103,0.106451996,-0.086055063,-0.004648829,-0.1704005,-0.097952828,-0.02638028,-0.16803585,-0.03641215,0.00452865,-0.153640151,-0.041232228,-0.037143268,-0.156028077,-0.035857864
4256,Q980,23.87501061,-28.87493255,-0.113945127,0.111646771,-0.104997166,-0.142946124,-0.203745767,-0.082773805,-0.168948844,-0.202011555,-0.035133973,-0.130926237,-0.184700102,-0.040084817,-0.175887734,-0.162047908,-0.0343679
4257,Q981,24.12501061,-28.87493255,-0.12931481,0.104096778,-0.161072612,-0.154070973,-0.190190449,-0.082205303,-0.170571327,-0.190127641,-0.036078908,-0.134068117,-0.176289752,-0.040507112,-0.178334326,-0.14533785,-0.034460034
