cnt,uniqID,x,y,cur_b1,cur_b2,cur_b3,r45y50_b1,r45y50_b2,r45y50_b3,r85y50_b1,r85y50_b2,r85y50_b3,r45y70_b1,r45y70_b2,r45y70_b3,r85y70_b1,r85y70_b2,r85y70_b3
3161,Q1444,20.12501061,-26.62493255,-0.251448303,0.13359718,-0.17770952,-0.351553649,-0.262817174,0.003908174,-0.354791254,-0.269820154,-0.006724548,-0.324603885,-0.288131714,-0.012283199,-0.380031288,-0.29281801,-0.014457835
3162,Q1445,20.37501061,-26.62493255,-0.280098617,0.14026916,-0.226491168,-0.355507851,-0.269064128,-0.0244013,-0.365084678,-0.274296731,-0.016476352,-0.327242106,-0.292953938,-0.023356955,-0.393358082,-0.305092752,-0.024111556
3163,Q1446,20.62501061,-26.62493255,-0.266812176,0.156723067,-0.171969444,-0.358357161,-0.268196315,0.008955858,-0.373843819,-0.278606445,-0.005910659,-0.333732069,-0.293628871,-0.011824569,-0.400203824,-0.307760715,-0.014913833
3168,Q1451,21.87501061,-26.62493255,-0.285238236,0.151891828,-0.160966903,-0.306810319,-0.270943165,0.002555111,-0.333455622,-0.254336745,-0.007642498,-0.281552494,-0.232190579,-0.010207265,-0.353208631,-0.242971763,-0.013727723
3169,Q1452,22.12501061,-26.62493255,-0.299394727,0.149226099,-0.165773273,-0.320901752,-0.274316072,-0.014069142,-0.341440052,-0.269041747,-0.012527729,-0.293995291,-0.219276547,-0.014333546,-0.353661329,-0.231591925,-0.015635407
3170,Q1453,22.37501061,-26.62493255,-0.318502665,0.141537607,-0.171109155,-0.324272245,-0.273743749,-0.035263583,-0.348390371,-0.256817937,-0.020325257,-0.292846024,-0.204939917,-0.023813834,-0.355690628,-0.200024873,-0.021980589
3171,Q1454,22.62501061,-26.62493255,-0.32097131,0.125292137,-0.123827785,-0.305163205,-0.223902017,-0.03809284,-0.330960482,-0.197644696,-0.020919669,-0.284238547,-0.167801812,-0.023932507,-0.334388256,-0.164155081,-0.022456139
3172,Q1455,22.87501061,-26.62493255,-0.312393665,0.117887162,-0.103854954,-0.280246824,-0.191261292,-0.039763059,-0.301514357,-0.168151096,-0.020623935,-0.258803844,-0.140468508,-0.023262732,-0.316150129,-0.136384398,-0.020695075
3173,Q1456,23.12501061,-26.62493255,-0.273531616,0.108368762,-0.077144407,-0.253066868,-0.163908228,-0.041725386,-0.274238259,-0.14233987,-0.02089151,-0.235102132,-0.118304744,-0.023639956,-0.289137155,-0.109367765,-0.020152297
3174,Q1457,23.37501061,-26.62493255,-0.246585354,0.099138744,-0.051343869,-0.218448922,-0.143531948,-0.044687726,-0.246663302,-0.113373548,-0.020820053,-0.212589815,-0.097099558,-0.023906093,-0.266636074,-0.096778192,-0.020337371
3175,Q1458,23.62501061,-26.62493255,-0.212546363,0.099430069,-0.053456791,-0.192402065,-0.121785074,-0.04912797,-0.21919103,-0.100477785,-0.022365771,-0.188147664,-0.088259131,-0.025186554,-0.23749575,-0.084301442,-0.021122789
3176,Q1459,23.87501061,-26.62493255,-0.162635416,0.083965674,-0.008721314,-0.149734959,-0.110726133,-0.056189328,-0.173906013,-0.091916494,-0.024100132,-0.144274473,-0.068022355,-0.025924521,-0.194875494,-0.072671279,-0.021996332
3177,Q1460,24.12501061,-26.62493255,-0.103867568,0.081388138,-0.003855683,-0.097377479,-0.101261169,-0.066049874,-0.116870508,-0.078389466,-0.026844643,-0.091173977,-0.055913996,-0.028306739,-0.141626582,-0.061000451,-0.024296368
3178,Q1461,24.37501061,-26.62493255,-0.084289372,0.081628829,-0.007334698,-0.087205313,-0.097126573,-0.06901069,-0.111212581,-0.093672991,-0.0289573,-0.083562307,-0.065357141,-0.030119108,-0.13378039,-0.074553914,-0.026601037
3179,Q1462,24.62501061,-26.62493255,-0.081819132,0.075248875,-0.066778049,-0.08642371,-0.082577012,-0.068874344,-0.112378158,-0.098591253,-0.029822515,-0.090756051,-0.068266675,-0.030563492,-0.13747254,-0.088460684,-0.027985284
3180,Q1463,24.87501061,-26.62493255,-0.079018123,0.083963305,-0.09586785,-0.088641748,-0.089186743,-0.070386373,-0.118545182,-0.111694381,-0.03052119,-0.086317845,-0.080797553,-0.031656377,-0.140440628,-0.089505859,-0.028116111
3181,Q1464,25.12501061,-26.62493255,-0.021268275,0.079134695,-0.054556906,-0.040727474,-0.07473056,-0.047275685,-0.069858238,-0.096119992,-0.022023194,-0.046783183,-0.064609446,-0.021701774,-0.087474875,-0.068135664,-0.019847015
3182,Q1465,25.37501061,-26.62493255,0.021795478,0.090543263,-0.041892134,-0.018542534,-0.053296775,0.014567287,-0.052754041,-0.059150372,-0.001176154,-0.026149815,-0.040633883,-0.000555954,-0.075926483,-0.04388712,-0.002674624
3183,Q1466,25.62501061,-26.62493255,0.025294349,-0.232703745,-0.102287263,-0.017809685,0.004876817,-0.030519115,-0.050324772,-0.003580131,-0.020227509,-0.034499645,0.008490654,-0.0191657,-0.075371809,0.007758848,-0.019163871
3184,Q1467,25.87501061,-26.62493255,0.057652138,-0.231651828,-0.076498337,0.035664756,0.043527331,-0.004198814,0.009892043,0.041144896,-0.010732595,0.019117735,0.049986001,-0.009303235,-0.016790263,0.045321941,-0.009987043
3041,Q1492,20.12501061,-26.37493255,-0.240402326,0.151095673,-0.257877141,-0.345388532,-0.301669925,-0.029976889,-0.35888052,-0.318202347,-0.018242681,-0.315532446,-0.323601544,-0.024885226,-0.37872991,-0.338785887,-0.026289456
3042,Q1493,20.37501061,-26.37493255,-0.259301066,0.145677596,-0.24409014,-0.352654696,-0.299536616,-0.030042361,-0.370461464,-0.314418226,-0.018608423,-0.329332799,-0.320403755,-0.025248177,-0.392147034,-0.334599465,-0.026386833
3043,Q1494,20.62501061,-26.37493255,-0.258855402,0.152002931,-0.162290797,-0.358492523,-0.303442568,-0.003376702,-0.377098113,-0.304198533,-0.008786063,-0.336647123,-0.316501737,-0.015278612,-0.39849624,-0.330683291,-0.017594028
3049,Q1496,22.12501061,-26.37493255,-0.32005623,0.140834376,-0.123779014,-0.322311699,-0.299796432,0.014414337,-0.350309253,-0.282630384,-0.00565751,-0.299528182,-0.224677593,-0.006404791,-0.361118436,-0.236579522,-0.011285091
3050,Q1497,22.37501061,-26.37493255,-0.338356346,0.123857021,-0.092049532,-0.328597307,-0.288639098,-0.015334764,-0.351830274,-0.262596071,-0.01328689,-0.294827521,-0.20940426,-0.015249917,-0.362038612,-0.219374895,-0.015976487
3051,Q1498,22.62501061,-26.37493255,-0.359947205,0.102097899,-0.130767688,-0.311719447,-0.241794273,-0.042128716,-0.334076911,-0.217336357,-0.021394577,-0.282459199,-0.168406904,-0.023404283,-0.344154656,-0.169957876,-0.021532139
3052,Q1499,22.87501061,-26.37493255,-0.344266772,0.095625229,-0.113058485,-0.283939987,-0.209597945,-0.043949217,-0.307810634,-0.194697008,-0.02223433,-0.259457648,-0.148173526,-0.023965277,-0.319847107,-0.151142061,-0.021801902
3053,Q1500,23.12501061,-26.37493255,-0.331759095,0.090509653,-0.023170011,-0.270036548,-0.188438669,-0.042245194,-0.301230371,-0.163683459,-0.020925285,-0.257045329,-0.12336766,-0.022983523,-0.314327121,-0.126338229,-0.020371161
3054,Q1501,23.37501061,-26.37493255,-0.272022039,0.090817869,-0.025765572,-0.243835524,-0.150354549,-0.042733889,-0.271565586,-0.127104342,-0.021019896,-0.234482691,-0.105917528,-0.023697052,-0.287062973,-0.097072892,-0.02001453
3055,Q1502,23.62501061,-26.37493255,-0.251775682,0.091498293,-0.029177614,-0.223848864,-0.12286523,-0.045072924,-0.250077277,-0.108131669,-0.021974085,-0.220273733,-0.085683644,-0.023938622,-0.266569972,-0.078787521,-0.020112583
3056,Q1503,23.87501061,-26.37493255,-0.21612528,0.089055061,-0.024236813,-0.192015305,-0.106430247,-0.049394265,-0.214171261,-0.088352554,-0.022738796,-0.18862009,-0.072379723,-0.024990713,-0.239500523,-0.062136076,-0.02030259
3057,Q1504,24.12501061,-26.37493255,-0.166031137,0.08169049,-0.004203996,-0.157039791,-0.096909478,-0.056480065,-0.18563503,-0.076712452,-0.024457416,-0.156920314,-0.055744156,-0.026021939,-0.205139801,-0.055047091,-0.022008033
3058,Q1505,24.37501061,-26.37493255,-0.147993743,0.079975404,-0.001745796,-0.145118997,-0.084587246,-0.057847749,-0.17144011,-0.078644693,-0.025696121,-0.143272728,-0.056682587,-0.027116865,-0.197659791,-0.061840963,-0.023306618
3059,Q1506,24.62501061,-26.37493255,-0.113909289,0.068109624,-0.044877067,-0.112890452,-0.069897905,-0.063431762,-0.142213374,-0.070124529,-0.027145419,-0.116187848,-0.047837146,-0.028095942,-0.164432347,-0.055141654,-0.024701865
3060,Q1507,24.87501061,-26.37493255,-0.107915275,0.072187707,-0.05973373,-0.117380105,-0.054879341,-0.062175568,-0.14342013,-0.064313218,-0.027600175,-0.117946319,-0.04297721,-0.028480081,-0.16820091,-0.050473321,-0.02505815
3061,Q1508,25.12501061,-26.37493255,-0.069090195,0.075961903,0.027780859,-0.098539993,-0.038577296,-0.036252901,-0.128118098,-0.055035323,-0.017392939,-0.103915706,-0.03540922,-0.018173419,-0.149847001,-0.04276124,-0.014965057
3062,Q1509,25.37501061,-26.37493255,-0.037633102,0.0603486,0.011789852,-0.049236886,-0.002896727,-0.011853822,-0.080415793,-0.014889937,-0.009804246,-0.062032998,-0.000670757,-0.009224076,-0.103828587,-0.005496165,-0.008761748
3063,Q1510,25.62501061,-26.37493255,-0.016470576,0.07120619,-0.01970893,-0.036883246,0.02891916,-0.003978738,-0.057950549,0.025455412,-0.007837521,-0.045440592,0.032017931,-0.006069373,-0.082557946,0.030073678,-0.007019762
3064,Q1511,25.87501061,-26.37493255,0.038579024,0.085020408,-0.032998905,0.014419033,0.050825387,0.01995053,-0.012397316,0.054456968,0.001075256,-0.005014982,0.054088123,0.002619538,-0.036118712,0.053930171,0.001288682
3065,Q1512,26.12501061,-26.37493255,0.082822502,0.068236999,0.016222393,0.078578815,0.056695547,0.009008828,0.05850913,0.060251005,-0.00147839,0.062960789,0.061086278,0.000118998,0.03417363,0.061316013,-0.000465188
3066,Q1513,26.37501061,-26.37493255,0.081359267,0.073465213,-0.000303618,0.084419817,0.05572788,0.006337309,0.062758237,0.059961371,-0.002423989,0.066716023,0.059989899,-0.000797665,0.040914059,0.063086949,-0.001157579
3067,Q1514,26.62501061,-26.37493255,0.086361676,0.064286903,0.025129441,0.106440321,0.034744576,-0.00162854,0.089298315,0.035990778,-0.005144762,0.093463324,0.041126803,-0.003556449,0.073735565,0.045776736,-0.003721305
3068,Q1515,26.87501061,-26.37493255,0.111058339,-0.231720701,-0.084014654,0.122687079,0.01918174,-0.00852734,0.107462831,0.016452724,-0.007860856,0.110548906,0.026608961,-0.006150471,0.095924921,0.036579136,-0.006020998
3069,Q1516,27.12501061,-26.37493255,0.082758509,-0.232983768,-0.116812684,0.097322203,0.036921889,-0.035692323,0.080252022,0.041126732,-0.017503835,0.082859322,0.048242215,-0.015351324,0.067611441,0.05605993,-0.014076929
3070,Q1517,27.37501061,-26.37493255,0.098580055,-0.252072275,-0.07237184,0.115817107,0.051409058,-0.059475236,0.107033595,0.052493624,-0.024382763,0.106925666,0.05834851,-0.022731204,0.100288108,0.058885127,-0.019497368
3071,Q1518,27.62501061,-26.37493255,0.145190164,-0.251253992,-0.070027754,0.155735612,0.052708812,-0.056241576,0.154319704,0.051949568,-0.02340138,0.149129912,0.058613956,-0.021354254,0.147277296,0.051689815,-0.019542051
3072,Q1519,27.87501061,-26.37493255,0.135412797,-0.252881795,-0.071047641,0.140923187,0.060081065,-0.062532611,0.137038812,0.057223707,-0.026104676,0.131879881,0.06267982,-0.02404369,0.131285027,0.059081122,-0.021055203
3073,Q1520,28.12501061,-26.37493255,0.10807623,-0.248900443,-0.081123956,0.11418087,0.060388189,-0.054152895,0.1035311,0.059939642,-0.023971777,0.099839047,0.061411366,-0.0220295,0.097281598,0.064283237,-0.019645574
3074,Q1521,28.37501061,-26.37493255,0.12818262,-0.249694467,-0.077343971,0.142563239,0.061562926,-0.060500853,0.138849586,0.059214793,-0.027097849,0.132571757,0.064232036,-0.024842311,0.133596495,0.060107626,-0.022985896
3075,Q1522,28.62501061,-26.37493255,0.164905638,-0.232239023,-0.126766577,0.152631089,0.061024539,-0.056002449,0.151770502,0.058239106,-0.025500976,0.143696204,0.06454166,-0.023010369,0.145666942,0.057371549,-0.022260668
3076,Q1523,28.87501061,-26.37493255,0.179034352,-0.237048209,-0.005171568,0.163149506,0.058654983,-0.025291391,0.162492052,0.055199463,-0.015072722,0.154156998,0.061978947,-0.012629017,0.156829208,0.053108267,-0.013213525
3077,Q1524,29.12501061,-26.37493255,0.200285107,-0.232318401,-0.021618843,0.150214195,0.066488169,-0.034182217,0.148565918,0.063035704,-0.020398138,0.13821432,0.069181733,-0.017933149,0.141430229,0.063425317,-0.017766742
3078,Q1525,29.37501061,-26.37493255,0.215145081,-0.244377345,-0.06151206,0.152955443,0.067752048,-0.036491744,0.151695088,0.06459213,-0.021161269,0.142271265,0.070585817,-0.018637193,0.147796273,0.065669946,-0.018651009
3079,Q1526,29.62501061,-26.37493255,0.214466766,-0.244908273,-0.061360661,0.165502101,0.067549974,-0.034628239,0.166406274,0.063310884,-0.019595508,0.155217275,0.070923142,-0.016816683,0.164423481,0.064710982,-0.017016407
3080,Q1527,29.87501061,-26.37493255,0.224735484,0.064966761,0.078421295,0.205551773,0.063575424,-0.033081822,0.205732405,0.061179169,-0.016504604,0.19664894,0.074791513,-0.013442732,0.206384823,0.061356321,-0.013975526
3081,Q1528,30.12501061,-26.37493255,0.20486258,0.062768087,0.081124559,0.192745909,0.079258017,-0.030400308,0.196530208,0.077339917,-0.01605539,0.183175951,0.090355255,-0.012559997,0.19502686,0.074979283,-0.013085414
3082,Q1529,30.37501061,-26.37493255,0.208184004,0.06194349,0.083368436,0.203848571,0.087493531,-0.033267647,0.208378509,0.085709423,-0.016829597,0.193958238,0.102924883,-0.012949688,0.207163155,0.081028812,-0.013939197
3083,Q1530,30.62501061,-26.37493255,0.202882022,0.057349484,0.095772229,0.205301136,0.089742519,-0.035322178,0.209789038,0.087816365,-0.017461557,0.194368184,0.106899187,-0.013346217,0.209649324,0.083326884,-0.014415732
3084,Q1531,30.87501061,-26.37493255,0.161889642,-0.253304154,0.030800564,0.167778179,0.101504557,-0.034322605,0.17578949,0.099349536,-0.018918637,0.157202303,0.115711488,-0.014654089,0.175655827,0.096008979,-0.015562941
2921,Q1533,20.12501061,-26.12493255,-0.24107112,0.15091759,-0.258113295,-0.343285829,-0.325032234,-0.034502037,-0.365098447,-0.351738989,-0.02000807,-0.318937033,-0.344390512,-0.026372202,-0.384783745,-0.359734356,-0.027786838
2922,Q1534,20.37501061,-26.12493255,-0.250815094,0.15621686,-0.2001632,-0.361007571,-0.322686583,-0.031632941,-0.380040616,-0.349451989,-0.019718966,-0.33589834,-0.342896372,-0.026395321,-0.403803676,-0.357059032,-0.027290849
2923,Q1535,20.62501061,-26.12493255,-0.255192876,0.154959321,-0.198499963,-0.372939974,-0.324817926,-0.02948009,-0.394360483,-0.32948634,-0.018380597,-0.347378403,-0.325407147,-0.025093077,-0.414389938,-0.347177148,-0.02682708
2924,Q1536,20.87501061,-26.12493255,-0.274624825,0.152570486,-0.157597676,-0.373063594,-0.327642113,0.014728532,-0.39655298,-0.332285732,-0.005000099,-0.346323282,-0.313718915,-0.010011816,-0.418814927,-0.334254384,-0.014365867
2931,Q1539,22.62501061,-26.12493255,-0.37964195,0.104251623,-0.031309877,-0.334464073,-0.278146297,-0.008035511,-0.361276358,-0.262133539,-0.012867074,-0.304225743,-0.195985138,-0.013913508,-0.365882039,-0.19785279,-0.014646743
2932,Q1540,22.87501061,-26.12493255,-0.376334101,0.083946265,-0.078031011,-0.298410833,-0.225329086,-0.044302367,-0.329963565,-0.199025393,-0.021572201,-0.280232221,-0.152679771,-0.023605395,-0.340408802,-0.154107794,-0.021375241
2933,Q1541,23.12501061,-26.12493255,-0.343605638,0.077718973,-0.060838263,-0.268475473,-0.185423747,-0.04532925,-0.292593509,-0.153608412,-0.021602467,-0.254378527,-0.113077,-0.022881541,-0.304039985,-0.109400392,-0.020074349
2934,Q1542,23.37501061,-26.12493255,-0.335616171,0.090347029,-0.024898682,-0.27184853,-0.147125587,-0.038195994,-0.299520582,-0.123308629,-0.020213569,-0.263369888,-0.096336387,-0.022490671,-0.315376997,-0.091230057,-0.019106576
2935,Q1543,23.62501061,-26.12493255,-0.312100261,0.070862815,0.033248466,-0.225669682,-0.126314059,-0.044321749,-0.253557056,-0.096379928,-0.021117823,-0.220795318,-0.080496185,-0.023772029,-0.271160454,-0.072789848,-0.019497773
2936,Q1544,23.87501061,-26.12493255,-0.273700863,0.085224189,-0.08884801,-0.209466621,-0.105635121,-0.048728194,-0.236832902,-0.076505795,-0.022303686,-0.206462145,-0.060493365,-0.023928426,-0.255447567,-0.056360714,-0.0201983
2937,Q1545,24.12501061,-26.12493255,-0.24025631,0.092562407,-0.037379291,-0.213070452,-0.072609365,-0.044686623,-0.239692733,-0.064595968,-0.022564378,-0.213688329,-0.054848548,-0.024233053,-0.262889743,-0.044861265,-0.020256089
2938,Q1546,24.37501061,-26.12493255,-0.214392304,0.087455973,-0.024615904,-0.201371804,-0.062334053,-0.046287253,-0.220686436,-0.049041893,-0.02270663,-0.194755971,-0.040919237,-0.024334643,-0.252335131,-0.041288212,-0.020657808
2939,Q1547,24.62501061,-26.12493255,-0.156081423,0.07340084,0.015890511,-0.163506806,-0.050465506,-0.052397665,-0.188484743,-0.042946089,-0.024214413,-0.16461049,-0.033692423,-0.02559012,-0.215645969,-0.034608565,-0.021844372
2940,Q1548,24.87501061,-26.12493255,-0.150236458,0.079816386,-0.006247702,-0.168121815,-0.033815224,-0.049306039,-0.197511181,-0.035302415,-0.023681315,-0.173569873,-0.023429975,-0.024973793,-0.218103334,-0.022757737,-0.021079348
2941,Q1549,25.12501061,-26.12493255,-0.128934458,0.07317397,0.011302195,-0.152243719,-0.007084993,-0.05175459,-0.179834664,-0.007959416,-0.024283884,-0.159623131,0.000411011,-0.0248264,-0.200335771,0.004021741,-0.021025814
2942,Q1550,25.37501061,-26.12493255,-0.078542098,0.064226151,-0.009434744,-0.106461205,0.019742474,-0.019976465,-0.131444186,0.01967689,-0.013508664,-0.115693122,0.024415093,-0.012623748,-0.154320881,0.031493641,-0.010731942
2943,Q1551,25.62501061,-26.12493255,0.000748227,0.063967213,0.033617869,-0.043348078,0.046040747,0.029391585,-0.063693628,0.04960914,0.003180539,-0.054033101,0.049758989,0.005007998,-0.087700129,0.052380778,0.003078543
2944,Q1552,25.87501061,-26.12493255,0.047861665,0.064649604,0.029704755,0.022040142,0.056499951,0.019060515,-0.003408926,0.064037852,0.001306837,0.002480244,0.062856615,0.003076597,-0.025501817,0.069268867,0.002288281
2945,Q1553,26.12501061,-26.12493255,0.072668374,0.071694687,0.005680249,0.061743006,0.06607455,0.012231222,0.035356089,0.074500397,-0.000259842,0.040708676,0.069534317,0.001267519,0.016226919,0.076241016,0.000857974
2946,Q1554,26.37501061,-26.12493255,0.093714774,0.073511429,-0.000960457,0.090050668,0.056766655,0.004749477,0.067657031,0.063384846,-0.002627763,0.070743717,0.062615752,-0.000956301,0.04784859,0.066382483,-0.001246849
2947,Q1555,26.62501061,-26.12493255,0.096727245,0.067370966,0.015994729,0.115830749,0.042501748,-0.002441228,0.095296875,0.046174366,-0.004578704,0.09970808,0.051107511,-0.002964351,0.079703361,0.054157361,-0.002864356
2948,Q1556,26.87501061,-26.12493255,0.098898105,0.068620995,0.009101677,0.119600989,0.032683875,-0.005701698,0.105708428,0.037645515,-0.005844735,0.108207777,0.043608252,-0.004252069,0.089596905,0.048108641,-0.003884904
2949,Q1557,27.12501061,-26.12493255,0.069475524,0.073393688,-0.040551595,0.097044647,0.044694595,-0.035136033,0.080126539,0.050452754,-0.016567631,0.083156355,0.053108253,-0.014745956,0.06480635,0.062281806,-0.013176458
2950,Q1558,27.37501061,-26.12493255,0.104363725,0.074860677,0.019976918,0.116220601,0.057064358,-0.055574916,0.107411355,0.060220324,-0.022877561,0.106378555,0.062682308,-0.021249549,0.094425023,0.063622639,-0.018380273
2951,Q1559,27.62501061,-26.12493255,0.134178281,-0.235194236,-0.040181592,0.133114547,0.060584716,-0.048538674,0.123940267,0.060871515,-0.021392899,0.12149971,0.06336493,-0.019371232,0.114060752,0.060449384,-0.017995015
2952,Q1560,27.87501061,-26.12493255,0.118543491,-0.256028444,-0.055040274,0.126597047,0.067604586,-0.048050549,0.116346017,0.069815494,-0.021338508,0.11024338,0.076281838,-0.018788889,0.105219543,0.073613703,-0.017314453
2953,Q1561,28.12501061,-26.12493255,0.108767405,-0.255846977,-0.054971218,0.096658252,0.077415183,-0.03591194,0.083643228,0.082160398,-0.017351191,0.081954867,0.084059589,-0.014905473,0.073969498,0.083888419,-0.013958864
2954,Q1562,28.37501061,-26.12493255,0.153367102,-0.250192821,-0.04157909,0.151721194,0.070581429,-0.018549656,0.145697013,0.070522398,-0.012704108,0.13763395,0.078202799,-0.009657474,0.140680358,0.072958499,-0.009865031
2955,Q1563,28.62501061,-26.12493255,0.144799978,0.066909775,0.078714743,0.152244851,0.05908215,-0.018514892,0.147922397,0.057134267,-0.011708037,0.139366224,0.062507741,-0.009258622,0.140674531,0.055366084,-0.009891443
2956,Q1564,28.87501061,-26.12493255,0.152302325,-0.244328871,-0.059832543,0.138678059,0.062662549,-0.017850908,0.13022393,0.061929908,-0.011980525,0.123716697,0.065200672,-0.009476135,0.123107828,0.06045628,-0.010081397
2957,Q1565,29.12501061,-26.12493255,0.158923537,-0.244126141,-0.061713073,0.153084368,0.061113618,-0.02371552,0.148924962,0.058673162,-0.014108728,0.139005795,0.064232536,-0.011516399,0.142955482,0.056420881,-0.012048512
2958,Q1566,29.37501061,-26.12493255,0.166552961,-0.247551844,-0.053244051,0.155032471,0.064661264,-0.033309296,0.154060408,0.06122081,-0.019203497,0.142539859,0.067763902,-0.016518915,0.14747563,0.061019529,-0.01678496
2959,Q1567,29.62501061,-26.12493255,0.216176122,-0.248157203,-0.052357022,0.181517869,0.061413337,-0.036792222,0.18154788,0.057221908,-0.019459017,0.170502156,0.066781424,-0.016673101,0.179222286,0.057606373,-0.016854092
2960,Q1568,29.87501061,-26.12493255,0.193485633,0.067177758,0.070873879,0.174062729,0.065493591,-0.028341899,0.176047727,0.061869577,-0.015766306,0.164967343,0.071109302,-0.012865433,0.176012576,0.059524287,-0.013548438
2961,Q1569,30.12501061,-26.12493255,0.185606375,0.062418096,0.082767665,0.179480493,0.084235802,-0.0289621,0.182613999,0.08314161,-0.015719246,0.166972667,0.095384546,-0.01203449,0.181010932,0.081085816,-0.012815737
2962,Q1570,30.37501061,-26.12493255,0.193884805,0.057223063,0.096866496,0.189620748,0.089649588,-0.031293847,0.19338569,0.089217044,-0.016242411,0.176904157,0.104534566,-0.012334812,0.192554265,0.08440157,-0.013256039
2963,Q1571,30.62501061,-26.12493255,0.140561566,0.051241472,0.080511227,0.182863951,0.093801424,-0.065758832,0.188304082,0.092515692,-0.028155306,0.173290148,0.110005245,-0.023988744,0.18942894,0.088613681,-0.023578163
2964,Q1572,30.87501061,-26.12493255,-0.026482055,0.039822467,0.103295967,0.034579791,0.128071934,-0.056344721,0.036798213,0.131541654,-0.027151866,0.01637223,0.134749547,-0.023179354,0.036521297,0.12967366,-0.021056373
2965,Q1573,31.12501061,-26.12493255,0.087257974,0.045570165,0.083243325,0.153095663,0.10361553,-0.083417945,0.163166568,0.101317614,-0.034037344,0.143453851,0.117660031,-0.030208912,0.162334397,0.098583572,-0.027423987
2801,Q1575,20.12501061,-25.87493255,-0.223206162,0.158779323,-0.193852067,-0.350854307,-0.331382781,-0.016679741,-0.373377472,-0.358403116,-0.015397126,-0.32660076,-0.351901978,-0.022067415,-0.393212974,-0.367300242,-0.023363968
2802,Q1576,20.37501061,-25.87493255,-0.228616223,0.158699691,-0.193906605,-0.361906677,-0.332027584,-0.016109524,-0.38908419,-0.357468516,-0.014494203,-0.338659704,-0.350062102,-0.021781271,-0.405247509,-0.368004262,-0.023473604
2803,Q1577,20.62501061,-25.87493255,-0.246310025,0.154852048,-0.176076457,-0.377401173,-0.324744254,-0.007254563,-0.391405404,-0.338902086,-0.011819256,-0.348900706,-0.32595247,-0.017512256,-0.418720961,-0.357928276,-0.020495567
2804,Q1578,20.87501061,-25.87493255,-0.277058452,0.152969748,-0.154116407,-0.38212356,-0.330810666,0.025097447,-0.407800019,-0.342526048,-0.002899172,-0.355198354,-0.319111884,-0.00784395,-0.424152166,-0.330900669,-0.012392176
2811,Q1580,22.62501061,-25.87493255,-0.381333083,0.099433616,-0.001432614,-0.329323739,-0.272819966,0.018219769,-0.357482314,-0.236902326,-0.003502142,-0.299797624,-0.173119098,-0.003285025,-0.362003565,-0.181325465,-0.007571008
2812,Q1581,22.87501061,-25.87493255,-0.384090364,0.089956172,0.001906261,-0.321871221,-0.213353902,-0.015018565,-0.344067931,-0.18921268,-0.013078629,-0.294492871,-0.140690342,-0.014404567,-0.353589416,-0.14823541,-0.013656274
2813,Q1582,23.12501061,-25.87493255,-0.378170878,0.086252473,0.003043127,-0.313525349,-0.176597863,-0.021109113,-0.336848974,-0.152337611,-0.014954235,-0.292463034,-0.114896111,-0.016695531,-0.346782774,-0.11442817,-0.014749884
2814,Q1583,23.37501061,-25.87493255,-0.337479293,0.074840792,0.036220897,-0.267912149,-0.143797681,-0.025926927,-0.286748767,-0.114486411,-0.015819622,-0.259553462,-0.092200369,-0.017526876,-0.308280557,-0.087390594,-0.015087669
2815,Q1584,23.62501061,-25.87493255,-0.292965859,0.072104104,-0.033154033,-0.208943576,-0.106340662,-0.0349278,-0.231715366,-0.078260981,-0.017472101,-0.199931413,-0.055047471,-0.018219916,-0.250430822,-0.051676746,-0.015385416
2816,Q1585,23.87501061,-25.87493255,-0.287315607,0.084358387,-0.071931846,-0.22188887,-0.083141655,-0.031223319,-0.250626206,-0.060363155,-0.016954748,-0.220243096,-0.041719366,-0.017501656,-0.266989112,-0.039043479,-0.014894293
2817,Q1586,24.12501061,-25.87493255,-0.272529185,0.08617527,-0.004100465,-0.238793656,-0.061296202,-0.025844866,-0.268286914,-0.044598576,-0.015906466,-0.241071776,-0.040929213,-0.017133748,-0.285995334,-0.03376225,-0.014418858
2818,Q1587,24.37501061,-25.87493255,-0.245053932,0.082170911,0.005243503,-0.232639477,-0.066050164,-0.024427215,-0.260753661,-0.043428935,-0.01608306,-0.234698281,-0.041528996,-0.01804789,-0.278383136,-0.031298917,-0.015001619
2819,Q1588,24.62501061,-25.87493255,-0.203880578,0.07592234,0.033850417,-0.212064162,-0.034314696,-0.012902817,-0.235137299,-0.025578471,-0.012734854,-0.219079211,-0.024327205,-0.013795952,-0.263185561,-0.023230707,-0.011816877
2820,Q1589,24.87501061,-25.87493255,-0.159182519,0.07613188,0.030838029,-0.182568893,-0.005580227,-0.019389318,-0.203191176,-0.002850815,-0.01335134,-0.182686731,-0.002054784,-0.013819073,-0.233052164,0.005052998,-0.010576185
2821,Q1590,25.12501061,-25.87493255,-0.13912186,0.071848646,0.02782451,-0.151738092,0.013040486,-0.034699034,-0.169771478,0.020835193,-0.017998921,-0.153519541,0.019795552,-0.018635089,-0.201894358,0.022298038,-0.014832634
2822,Q1591,25.37501061,-25.87493255,-0.140770733,0.059776228,-0.0030668,-0.157204241,0.031590559,-0.023261335,-0.180308223,0.047597513,-0.014236485,-0.16422227,0.040355243,-0.013948681,-0.200106412,0.053502206,-0.010768816
